"timestamp","gt_power_mw","gt_heat_rate_btu_kwh","gt_exhaust_temp_c","gt_setpoint_mw","gt_mode","solar_output_mw","solar_irradiance_fraction","solar_cell_temp_c","bess_soc_pct","bess_power_mw","bess_terminal_voltage_v","bess_setpoint_mw","compute_cpu_load_pct","compute_mem_util_pct","compute_inlet_temp_c","compute_load_mw","cooling_chws_temp_c","cooling_pump_flow_ls","cooling_cop","site_total_load_mw","it_load_mw","mechanical_load_mw","grid_import_mw","grid_import_metered_mw","islanded","balance_residual_mw","binding_constraint","forecast_mw","step_event","scenario_id","rng_seed","source"
"8.5",134.16,11354.8,540.34,85.9468,"ramping",120.0361,0.599,42.9,72.034,-35.989,1480.1,-49.3823,65.321,55.1,26.04,195.963,8.16,3961.1,4.07,204.8138,195.963,8.8508,-12.3692,0.0816,0,0.0,"ramp_limit",222.08,0,"demo_v2",605338760,"synthetic_generator"
"8.6",134.14,11346.8,540.38,90.989,"ramping",120.1292,0.599,43.0,72.0346,-39.797,1479.0,-49.4215,65.325,55.3,26.04,195.975,8.16,3959.1,4.09,204.8477,195.975,8.8727,-8.6002,-0.5128,0,-0.0,"ramp_limit",231.082,0,"demo_v2",605338760,"synthetic_generator"
"8.7",134.16,11345.5,540.45,155.5951,"ramping",120.3581,0.599,43.1,72.0349,-21.707,1478.7,24.0205,89.657,55.2,26.01,268.971,8.163,4705.3,4.19,278.5386,268.971,9.5676,47.1202,1.6184,0,0.0,"ramp_limit",218.102,1,"demo_v2",605338760,"synthetic_generator"
"8.8",134.18,11334.3,540.43,167.7477,"ramping",120.1191,0.599,42.8,72.0349,-4.751,1480.0,38.1096,94.247,55.0,26.05,282.741,8.167,4828.2,4.27,292.4087,282.741,9.6677,44.3226,3.7872,0,-0.0,"ramp_limit",214.374,0,"demo_v2",605338760,"synthetic_generator"
"8.9",134.16,11344.6,540.31,95.682,"ramping",119.3906,0.599,43.1,72.0351,-12.514,1479.3,-32.1363,70.755,54.8,26.05,212.265,8.168,4130.7,4.16,221.4143,212.265,9.1493,-18.5152,2.7962,0,0.0,"ramp_limit",205.248,0,"demo_v2",605338760,"synthetic_generator"
"9.0",134.14,11356.4,540.35,91.3129,"ramping",120.3797,0.599,42.5,72.0354,-22.15,1479.9,-46.5083,66.318,54.9,26.06,198.954,8.169,3991.3,4.16,208.0114,198.954,9.0574,-23.3182,1.4724,0,-0.0,"ramp_limit",214.383,0,"demo_v2",605338760,"synthetic_generator"
"9.1",134.12,11372.3,540.29,80.0,"ramping",119.5443,0.599,42.8,72.0358,-29.514,1478.9,-48.1298,65.486,55.0,26.0,196.458,8.17,3963.6,4.16,205.5345,196.458,9.0765,-17.5881,0.6255,0,-0.0,"ramp_limit",219.782,0,"demo_v2",605338760,"synthetic_generator"
"9.2",134.1,11414.6,540.37,92.3478,"ramping",119.5639,0.599,43.0,72.0363,-34.938,1479.3,-48.6459,65.313,55.3,26.07,195.939,8.17,3956.4,4.19,205.018,195.939,9.079,-12.6828,-0.0375,0,0.0,"ramp_limit",210.305,0,"demo_v2",605338760,"synthetic_generator"
"9.3",134.08,11358.4,540.44,85.3848,"ramping",119.4954,0.599,43.6,72.0369,-38.797,1478.4,-48.5524,65.275,55.0,26.04,195.825,8.171,3966.7,4.14,205.023,195.825,9.198,-8.7303,-0.4625,0,0.0,"ramp_limit",213.965,0,"demo_v2",605338760,"synthetic_generator"
"9.4",134.1,11390.9,540.3,164.8437,"ramping",119.4154,0.599,43.0,72.0371,-20.642,1478.2,25.2476,89.599,54.9,26.07,268.797,8.174,4693.9,4.16,278.763,268.797,9.966,47.2834,1.7369,0,-0.0,"ramp_limit",215.788,1,"demo_v2",605338760,"synthetic_generator"
"9.5",134.12,11361.6,540.31,173.6519,"ramping",119.8585,0.6,43.0,72.0372,-3.822,1478.8,38.6966,94.17,55.5,26.08,282.51,8.178,4823.5,4.16,292.6751,282.51,10.1651,43.982,3.8256,0,-0.0,"ramp_limit",207.313,0,"demo_v2",605338760,"synthetic_generator"
"9.6",134.1,11356.1,540.41,108.0086,"ramping",119.0019,0.599,43.3,72.0374,-11.657,1481.4,-31.462,70.699,55.0,26.08,212.097,8.179,4124.5,4.14,221.6399,212.097,9.5429,-18.6968,2.7417,0,0.0,"ramp_limit",215.863,0,"demo_v2",605338760,"synthetic_generator"
"9.7",134.08,11371.2,540.31,85.6246,"ramping",120.476,0.599,42.4,72.0377,-21.466,1481.1,-46.2613,66.277,54.9,26.07,198.831,8.18,3984.8,4.13,208.2947,198.831,9.4637,-23.7538,1.4375,0,0.0,"ramp_limit",222.806,0,"demo_v2",605338760,"synthetic_generator"
"9.8",134.06,11430.3,540.38,92.4242,"ramping",119.4049,0.599,42.6,72.0381,-28.916,1477.0,-47.7462,65.444,55.3,26.06,196.332,8.18,3978.9,4.22,205.7187,196.332,9.3867,-17.8016,0.4723,0,-0.0,"ramp_limit",220.219,0,"demo_v2",605338760,"synthetic_generator"
"9.9",134.04,11383.1,540.33,81.4796,"ramping",120.5449,0.599,42.1,72.0385,-34.647,1479.1,-49.136,65.271,54.9,26.09,195.813,8.181,3967.7,4.06,205.4489,195.813,9.6359,-13.4617,-0.1498,0,-0.0,"ramp_limit",212.394,0,"demo_v2",605338760,"synthetic_generator"
"10.0",134.02,11364.3,540.41,83.1939,"ramping",120.634,0.599,42.6,72.0391,-38.827,1479.5,-49.3933,65.243,55.3,26.09,195.729,8.182,3953.6,4.16,205.2607,195.729,9.5317,-9.54,-0.6383,0,0.0,"ramp_limit",219.682,0,"demo_v2",605338760,"synthetic_generator"
"10.1",134.0,11375.9,540.37,80.2827,"ramping",119.6924,0.599,42.8,72.0396,-41.558,1480.4,-48.4613,65.24,54.9,26.06,195.72,8.182,3953.8,4.21,205.2311,195.72,9.5111,-5.8771,-0.8908,0,-0.0,"ramp_limit",220.25,0,"demo_v2",605338760,"synthetic_generator"
"10.2",134.02,11446.3,540.44,156.9183,"ramping",119.1207,0.599,43.3,72.04,-22.392,1479.7,26.0539,89.575,55.1,26.06,268.725,8.185,4682.6,4.09,279.1946,268.725,10.4696,49.8419,1.6246,0,-0.0,"ramp_limit",220.235,1,"demo_v2",605338760,"synthetic_generator"
"10.3",134.04,11388.7,540.34,176.0818,"ramping",120.231,0.599,43.0,72.04,-5.025,1479.8,38.8765,94.184,55.0,26.1,282.552,8.189,4822.9,4.15,293.1475,282.552,10.5955,45.3672,3.4402,0,-0.0,"ramp_limit",225.532,0,"demo_v2",605338760,"synthetic_generator"
"10.4",134.02,11355.4,540.42,103.8403,"ramping",119.4739,0.599,42.4,72.0402,-12.46,1480.4,-31.2548,70.739,55.2,26.11,212.217,8.19,4128.1,4.1,222.2391,212.217,10.0221,-17.6836,2.5891,0,0.0,"ramp_limit",229.575,0,"demo_v2",605338760,"synthetic_generator"
"10.5",134.0,11394.7,540.41,95.6672,"ramping",120.2451,0.599,43.0,72.0405,-21.849,1479.4,-45.5804,66.31,55.2,26.09,198.93,8.19,3989.6,4.24,208.6647,198.93,9.7347,-22.688,1.3502,0,0.0,"ramp_limit",221.394,0,"demo_v2",605338760,"synthetic_generator"
"10.6",133.98,11426.8,540.29,88.0739,"ramping",119.096,0.599,42.4,72.0409,-28.893,1480.3,-46.6976,65.494,55.0,26.1,196.482,8.191,3966.3,4.14,206.3784,196.482,9.8964,-16.7727,0.6233,0,0.0,"ramp_limit",229.896,0,"demo_v2",605338760,"synthetic_generator"
"10.7",133.96,11369.2,540.38,93.001,"ramping",119.4519,0.599,42.6,72.0414,-34.137,1479.9,-47.3936,65.335,55.0,26.03,196.005,8.192,3949.3,4.08,206.0183,196.005,10.0133,-12.2265,-0.0507,0,-0.0,"ramp_limit",220.283,0,"demo_v2",605338760,"synthetic_generator"
"10.8",133.94,11367.3,540.35,85.7324,"ramping",119.7253,0.599,42.7,72.0419,-37.999,1479.8,-47.7606,65.312,54.8,26.08,195.936,8.192,3961.2,4.15,205.9047,195.936,9.9687,-8.7321,-0.476,0,-0.0,"ramp_limit",224.222,0,"demo_v2",605338760,"synthetic_generator"
"10.9",133.92,11417.0,540.31,80.0,"ramping",119.5606,0.599,43.2,72.0425,-40.693,1481.4,-47.5038,65.319,55.2,26.09,195.957,8.193,3951.9,4.14,205.9768,195.957,10.0198,-5.7809,-0.6179,0,-0.0,"ramp_limit",226.704,0,"demo_v2",605338760,"synthetic_generator"
"11.0",133.94,11403.0,540.47,162.4836,"ramping",119.6147,0.599,42.3,72.0428,-21.713,1480.3,26.2638,89.653,55.2,26.09,268.959,8.196,4711.4,4.13,279.8185,268.959,10.8595,49.3759,1.6986,0,0.0,"ramp_limit",221.847,1,"demo_v2",605338760,"synthetic_generator"
"11.1",133.96,11430.6,540.45,170.0956,"ramping",119.6351,0.599,43.0,72.0428,-4.202,1479.7,40.0626,94.238,55.1,26.1,282.714,8.199,4830.0,4.2,293.6577,282.714,10.9437,45.7329,3.9036,0,-0.0,"ramp_limit",216.48,0,"demo_v2",605338760,"synthetic_generator"
"11.2",133.94,11401.1,540.36,105.7067,"ramping",120.2063,0.599,43.2,72.043,-11.934,1480.7,-31.4779,70.765,55.2,26.13,212.295,8.2,4136.1,4.15,222.6684,212.295,10.3734,-18.4306,2.7622,0,-0.0,"ramp_limit",218.834,0,"demo_v2",605338760,"synthetic_generator"
"11.3",133.92,11319.1,540.42,88.8669,"ramping",119.1716,0.599,43.2,72.0433,-20.915,1479.3,-43.6169,66.333,55.0,26.15,198.999,8.201,4005.0,4.03,209.4747,198.999,10.4757,-21.6545,1.3637,0,-0.0,"ramp_limit",221.766,0,"demo_v2",605338760,"synthetic_generator"
"11.4",133.9,11409.2,540.42,88.0079,"ramping",120.4792,0.599,43.4,72.0437,-28.507,1479.5,-47.6978,65.488,55.1,26.1,196.464,8.201,3963.5,4.2,206.6814,196.464,10.2174,-18.1574,0.7176,0,-0.0,"ramp_limit",218.633,0,"demo_v2",605338760,"synthetic_generator"
"11.5",133.88,11386.9,540.47,86.3912,"ramping",119.4564,0.599,42.9,72.0442,-33.718,1478.3,-46.8904,65.323,55.2,26.08,195.969,8.202,3977.1,4.07,206.446,195.969,10.477,-12.1401,-0.0147,0,0.0,"ramp_limit",219.132,0,"demo_v2",605338760,"synthetic_generator"
"11.6",133.86,11399.3,540.52,85.3328,"ramping",119.4634,0.599,42.7,72.0447,-37.529,1480.3,-47.1611,65.265,55.1,26.12,195.795,8.203,3947.4,4.15,206.1623,195.795,10.3673,-8.6013,-0.6825,0,0.0,"ramp_limit",210.205,0,"demo_v2",605338760,"synthetic_generator"
"11.7",133.88,11349.5,540.46,155.6185,"ramping",120.0376,0.599,43.0,72.0449,-19.519,1480.4,26.0049,89.593,54.8,26.14,268.779,8.205,4689.9,4.17,279.9225,268.779,11.1435,46.9235,1.9131,0,0.0,"ramp_limit",222.368,1,"demo_v2",605338760,"synthetic_generator"
"11.8",133.9,11396.3,540.36,178.2492,"ramping",119.7386,0.599,42.9,72.045,-2.546,1479.4,40.3577,94.215,55.4,26.12,282.645,8.209,4829.6,4.17,293.9963,282.645,11.3513,44.3737,3.9869,0,-0.0,"ramp_limit",235.186,0,"demo_v2",605338760,"synthetic_generator"
"11.9",133.88,11410.0,540.39,114.0618,"ramping",118.9504,0.599,42.9,72.0451,-10.286,1478.7,-29.8513,70.749,55.2,26.14,212.247,8.21,4129.4,4.15,222.9791,212.247,10.7321,-18.4504,2.9469,0,-0.0,"ramp_limit",223.135,0,"demo_v2",605338760,"synthetic_generator"
"12.0",133.86,11363.6,540.46,92.028,"ramping",119.7826,0.599,42.5,72.0454,-19.866,1481.2,-44.0816,66.3,55.1,26.12,198.9,8.21,3980.2,4.13,209.561,198.9,10.661,-23.1678,1.7905,0,0.0,"ramp_limit",216.004,0,"demo_v2",605338760,"synthetic_generator"
"12.1",133.84,11385.2,540.41,89.52,"ramping",119.5716,0.599,42.6,72.0458,-27.324,1479.8,-46.1753,65.466,54.6,26.13,196.398,8.211,3962.3,4.04,207.2363,196.398,10.8383,-17.8151,0.5847,0,0.0,"ramp_limit",225.136,0,"demo_v2",605338760,"synthetic_generator"
"12.2",133.82,11372.3,540.4,83.1891,"ramping",119.5843,0.599,42.9,72.0462,-32.83,1480.5,-46.7466,65.305,54.7,26.15,195.915,8.211,3954.9,4.12,206.6577,195.915,10.7427,-12.8833,0.0785,0,0.0,"ramp_limit",222.292,0,"demo_v2",605338760,"synthetic_generator"
"12.3",133.8,11353.9,540.38,88.0909,"ramping",119.5913,0.599,43.0,72.0467,-36.775,1480.0,-46.7467,65.276,54.8,26.1,195.828,8.212,3950.2,4.1,206.6446,195.828,10.8166,-8.9385,-0.5228,0,-0.0,"ramp_limit",224.332,0,"demo_v2",605338760,"synthetic_generator"
"12.4",133.82,11397.4,540.41,162.8298,"ramping",118.9746,0.599,43.0,72.047,-18.568,1479.5,27.4518,89.593,55.3,26.14,268.779,8.215,4684.7,4.19,280.2464,268.779,11.4674,47.421,1.992,0,-0.0,"ramp_limit",219.047,1,"demo_v2",605338760,"synthetic_generator"
"12.5",133.84,11458.9,540.53,176.154,"ramping",119.3596,0.599,43.1,72.047,-1.691,1478.6,40.9719,94.153,55.1,26.15,282.459,8.218,4829.7,4.17,294.1715,282.459,11.7125,44.1338,3.9804,0,-0.0,"ramp_limit",208.925,0,"demo_v2",605338760,"synthetic_generator"
"12.6",133.82,11354.9,540.51,111.0031,"ramping",119.601,0.599,43.2,72.0472,-9.769,1477.4,-30.189,70.691,55.1,26.17,212.073,8.219,4126.1,4.11,223.232,212.073,11.159,-19.3039,2.9175,0,-0.0,"ramp_limit",226.495,0,"demo_v2",605338760,"synthetic_generator"
"12.7",133.8,11356.4,540.4,86.2887,"ramping",118.7008,0.599,42.6,72.0474,-19.115,1479.9,-42.7383,66.269,55.1,26.14,198.807,8.22,3978.6,4.17,209.7625,198.807,10.9555,-22.5745,1.7157,0,0.0,"ramp_limit",229.172,0,"demo_v2",605338760,"synthetic_generator"
"12.8",133.78,11393.5,540.44,80.2402,"ramping",119.6472,0.599,43.3,72.0478,-26.747,1480.5,-46.0407,65.443,55.1,26.15,196.329,8.22,3968.0,4.13,207.3865,196.329,11.0575,-18.2568,0.716,0,-0.0,"ramp_limit",229.928,0,"demo_v2",605338760,"synthetic_generator"
"12.9",133.76,11340.8,540.52,99.869,"ramping",119.3378,0.599,42.7,72.0483,-32.267,1479.3,-46.2197,65.281,54.9,26.13,195.843,8.22,3969.3,4.17,206.8781,195.843,11.0351,-12.9183,-0.0607,0,0.0,"ramp_limit",223.283,0,"demo_v2",605338760,"synthetic_generator"
"13.0",133.74,11374.4,540.51,87.7924,"ramping",119.5412,0.599,43.0,72.0488,-36.275,1478.7,-46.4064,65.238,55.1,26.15,195.714,8.221,3964.4,4.12,206.8748,195.714,11.1608,-9.097,-0.5404,0,0.0,"ramp_limit",219.576,0,"demo_v2",605338760,"synthetic_generator"
"13.1",133.72,11390.0,540.53,88.5779,"ramping",119.5506,0.599,42.7,72.0493,-39.165,1477.9,-46.4703,65.238,54.9,26.16,195.714,8.221,3966.1,4.19,206.8003,195.714,11.0863,-6.2713,-0.7463,0,0.0,"ramp_limit",228.425,0,"demo_v2",605338760,"synthetic_generator"
"13.2",133.74,11351.8,540.55,161.0666,"ramping",119.4166,0.599,43.2,72.0496,-20.243,1480.7,27.5873,89.587,55.3,26.12,268.761,8.224,4695.0,4.13,280.7439,268.761,11.9829,49.234,1.6854,0,-0.0,"ramp_limit",232.799,1,"demo_v2",605338760,"synthetic_generator"
"13.3",133.76,11385.6,540.56,172.4251,"ramping",119.8648,0.599,43.2,72.0496,-2.821,1481.0,41.2153,94.21,54.6,26.16,282.63,8.227,4836.5,4.12,294.8401,282.63,12.2101,45.5105,3.7944,0,0.0,"ramp_limit",238.544,0,"demo_v2",605338760,"synthetic_generator"
"13.4",133.74,11341.4,540.51,105.8916,"ramping",120.1385,0.599,43.2,72.0498,-10.567,1479.9,-30.1454,70.747,55.1,26.17,212.241,8.228,4123.1,4.15,223.7331,212.241,11.4921,-18.4598,2.6948,0,-0.0,"ramp_limit",227.855,0,"demo_v2",605338760,"synthetic_generator"
"13.5",133.72,11354.3,540.43,86.7398,"ramping",120.0508,0.599,42.8,72.05,-19.849,1480.5,-43.3103,66.328,55.0,26.16,198.984,8.229,3972.1,4.1,210.4605,198.984,11.4765,-22.409,1.3495,0,0.0,"ramp_limit",232.127,0,"demo_v2",605338760,"synthetic_generator"
"13.6",133.7,11381.1,540.55,85.4171,"ramping",119.2885,0.599,43.0,72.0504,-27.022,1481.5,-45.154,65.491,54.8,26.14,196.473,8.229,3956.7,4.18,207.8345,196.473,11.3615,-17.0928,0.6222,0,-0.0,"ramp_limit",226.875,0,"demo_v2",605338760,"synthetic_generator"
"13.7",133.68,11406.4,540.48,85.8305,"ramping",120.0398,0.599,43.0,72.0509,-32.427,1481.6,-46.0883,65.347,55.1,26.15,196.041,8.23,3959.2,4.08,207.6315,196.041,11.5905,-12.6232,0.0379,0,0.0,"ramp_limit",233.427,0,"demo_v2",605338760,"synthetic_generator"
"13.8",133.66,11388.6,540.51,88.4261,"ramping",119.9099,0.6,42.9,72.0514,-36.311,1477.9,-46.1289,65.297,55.0,26.18,195.891,8.23,3966.8,4.13,207.441,195.891,11.55,-8.7807,-0.455,0,0.0,"ramp_limit",218.462,0,"demo_v2",605338760,"synthetic_generator"
"13.9",133.64,11376.8,540.58,93.7057,"ramping",118.8087,0.599,43.3,72.0519,-38.753,1479.5,-44.9259,65.304,54.8,26.14,195.912,8.23,3983.4,4.13,207.5228,195.912,11.6108,-5.1353,-0.6956,0,-0.0,"ramp_limit",232.926,0,"demo_v2",605338760,"synthetic_generator"
"14.0",133.66,11403.7,540.48,159.3857,"ramping",119.3908,0.6,42.6,72.0522,-19.825,1480.7,28.0185,89.62,55.2,26.16,268.86,8.233,4699.9,4.23,281.0693,268.86,12.2093,49.2489,1.5645,0,-0.0,"ramp_limit",219.929,1,"demo_v2",605338760,"synthetic_generator"
"14.1",133.68,11404.7,540.47,173.6496,"ramping",120.0864,0.6,42.5,72.0522,-2.434,1479.1,41.5281,94.228,55.1,26.17,282.684,8.236,4814.0,4.11,295.2945,282.684,12.6105,45.4386,3.9754,0,-0.0,"ramp_limit",233.501,0,"demo_v2",605338760,"synthetic_generator"
"14.2",133.66,11384.1,540.48,106.9443,"ramping",120.3195,0.6,42.9,72.0524,-10.244,1481.1,-29.9852,70.754,55.0,26.19,212.262,8.237,4127.7,4.24,223.9943,212.262,11.7323,-18.6212,2.6415,0,-0.0,"ramp_limit",224.531,0,"demo_v2",605338760,"synthetic_generator"
"14.3",133.64,11380.7,540.54,94.0398,"ramping",119.7886,0.6,42.8,72.0526,-19.433,1479.7,-42.66,66.32,54.7,26.2,198.96,8.238,3994.4,4.15,210.7686,198.96,11.8086,-22.1732,1.4678,0,0.0,"ramp_limit",227.28,0,"demo_v2",605338760,"synthetic_generator"
"14.4",133.62,11418.6,540.42,82.94,"ramping",119.1513,0.6,43.2,72.053,-26.554,1479.0,-44.5545,65.463,55.4,26.2,196.389,8.238,3969.8,4.15,208.2168,196.389,11.8278,-16.9594,0.797,0,0.0,"ramp_limit",219.424,0,"demo_v2",605338760,"synthetic_generator"
"14.5",133.6,11333.8,540.45,86.2346,"ramping",119.8242,0.6,43.3,72.0534,-31.966,1482.3,-45.645,65.299,55.2,26.17,195.897,8.239,3961.4,4.14,207.7792,195.897,11.8822,-12.6401,0.1519,0,-0.0,"ramp_limit",226.188,0,"demo_v2",605338760,"synthetic_generator"
"14.6",133.58,11339.0,540.55,84.989,"ramping",120.3347,0.6,43.0,72.0539,-36.052,1479.6,-46.3805,65.269,55.0,26.16,195.807,8.239,3950.5,4.24,207.5342,195.807,11.7272,-9.2908,-0.4715,0,0.0,"ramp_limit",228.519,0,"demo_v2",605338760,"synthetic_generator"
"14.7",133.6,11389.2,540.43,166.4214,"ramping",121.2837,0.6,43.0,72.0542,-18.254,1481.2,26.7344,89.578,55.1,26.18,268.734,8.242,4677.9,4.05,281.6181,268.734,12.8841,46.3965,1.797,0,0.0,"ramp_limit",220.362,1,"demo_v2",605338760,"synthetic_generator"
"14.8",133.62,11363.9,540.51,170.4319,"ramping",119.079,0.6,42.7,72.0542,-0.907,1478.8,42.9406,94.18,55.1,26.22,282.54,8.245,4825.1,4.05,295.6396,282.54,13.0996,45.3258,4.0312,0,-0.0,"ramp_limit",232.395,0,"demo_v2",605338760,"synthetic_generator"
"14.9",133.6,11382.2,540.54,108.8426,"ramping",120.3887,0.6,43.1,72.0543,-9.012,1479.9,-29.4988,70.705,55.0,26.18,212.115,8.246,4132.8,4.09,224.4899,212.115,12.3749,-19.3643,2.874,0,-0.0,"ramp_limit",225.592,0,"demo_v2",605338760,"synthetic_generator"
"15.0",133.58,11371.7,540.56,89.8165,"ramping",119.5026,0.6,43.2,72.0546,-18.437,1481.6,-42.2592,66.254,55.0,26.2,198.762,8.246,3991.5,4.2,210.8234,198.762,12.0614,-22.7681,1.546,0,0.0,"ramp_limit",221.169,0,"demo_v2",605338760,"synthetic_generator"
"15.1",133.56,11357.7,540.57,93.64,"ramping",120.2245,0.6,42.8,72.055,-26.099,1480.2,-45.4689,65.413,55.6,26.22,196.239,8.246,3944.4,4.19,208.3156,196.239,12.0766,-18.3283,0.5327,0,-0.0,"ramp_limit",227.768,0,"demo_v2",605338760,"synthetic_generator"
"15.2",133.54,11365.3,540.53,87.918,"ramping",120.9728,0.6,42.6,72.0554,-31.837,1479.1,-46.3401,65.273,55.1,26.19,195.819,8.247,3958.3,4.08,208.1727,195.819,12.3537,-13.4622,-0.0346,0,-0.0,"ramp_limit",238.228,0,"demo_v2",605338760,"synthetic_generator"
"15.3",133.52,11384.9,540.56,85.1176,"ramping",120.4109,0.6,42.6,72.0559,-35.764,1478.8,-45.691,65.262,55.0,26.16,195.786,8.247,3952.0,4.05,208.2399,195.786,12.4539,-8.8858,-0.3705,0,-0.0,"ramp_limit",238.386,0,"demo_v2",605338760,"synthetic_generator"
"15.4",133.54,11368.4,540.56,162.6209,"ramping",119.4386,0.6,43.3,72.0561,-17.431,1479.3,28.9115,89.612,55.2,26.21,268.836,8.25,4674.1,4.14,281.8901,268.836,13.0541,47.7519,1.7003,0,-0.0,"ramp_limit",240.457,1,"demo_v2",605338760,"synthetic_generator"
"15.5",133.56,11411.0,540.44,181.5391,"ramping",118.649,0.6,42.5,72.0561,-0.119,1479.3,43.6388,94.2,55.1,26.21,282.6,8.253,4821.7,4.15,295.8478,282.6,13.2478,45.2371,4.0325,0,0.0,"ramp_limit",227.58,0,"demo_v2",605338760,"synthetic_generator"
"15.6",133.54,11384.2,540.52,108.389,"ramping",119.1208,0.6,43.3,72.0562,-7.951,1480.5,-27.7489,70.731,55.3,26.22,212.193,8.254,4121.0,4.09,224.9119,212.193,12.7189,-18.6734,2.7611,0,-0.0,"ramp_limit",229.879,0,"demo_v2",605338760,"synthetic_generator"
"15.7",133.52,11373.5,540.57,92.7752,"ramping",120.1494,0.6,43.1,72.0565,-17.665,1478.8,-42.2172,66.308,55.0,26.21,198.924,8.254,3990.3,4.14,211.4522,198.924,12.5282,-23.4949,1.5727,0,-0.0,"ramp_limit",235.026,0,"demo_v2",605338760,"synthetic_generator"
"15.8",133.5,11356.8,540.61,89.4454,"ramping",120.4946,0.6,43.1,72.0568,-25.39,1480.6,-44.9181,65.467,55.2,26.23,196.401,8.254,3968.2,4.08,209.0765,196.401,12.6755,-18.4827,0.6499,0,0.0,"ramp_limit",229.79,0,"demo_v2",605338760,"synthetic_generator"
"15.9",133.48,11436.2,540.57,87.9779,"ramping",120.1932,0.6,43.4,72.0573,-31.0,1479.6,-45.1786,65.322,55.0,26.16,195.966,8.255,3966.5,4.17,208.4946,195.966,12.5286,-13.1361,-0.1382,0,-0.0,"ramp_limit",237.077,0,"demo_v2",605338760,"synthetic_generator"
"16.0",133.46,11415.5,540.6,89.221,"ramping",120.1506,0.6,42.9,72.0578,-34.964,1476.7,-44.9853,65.296,55.0,26.21,195.888,8.255,3964.2,4.09,208.6253,195.888,12.7373,-8.9782,-0.5301,0,-0.0,"ramp_limit",233.557,0,"demo_v2",605338760,"synthetic_generator"
"16.1",133.44,11343.7,540.63,94.9577,"ramping",120.0944,0.6,42.9,72.0583,-37.831,1478.9,-45.0791,65.276,55.2,26.19,195.828,8.255,3959.1,4.16,208.4553,195.828,12.6273,-6.2059,-0.6928,0,0.0,"ramp_limit",225.581,0,"demo_v2",605338760,"synthetic_generator"
"16.2",133.46,11363.6,540.58,161.8507,"ramping",120.0819,0.6,43.1,72.0586,-18.948,1478.7,28.7843,89.609,55.5,26.22,268.827,8.258,4705.5,4.13,282.3262,268.827,13.4992,49.144,1.7799,0,-0.0,"ramp_limit",232.062,1,"demo_v2",605338760,"synthetic_generator"
"16.3",133.48,11386.0,540.52,171.6577,"ramping",120.1122,0.6,42.8,72.0586,-1.475,1478.4,42.6933,94.179,55.0,26.2,282.537,8.261,4823.7,4.1,296.2855,282.537,13.7485,45.6497,3.8349,0,0.0,"ramp_limit",220.727,0,"demo_v2",605338760,"synthetic_generator"
"16.4",133.46,11412.6,540.51,108.4926,"ramping",119.6322,0.6,42.9,72.0587,-8.918,1480.3,-27.7332,70.704,55.3,26.21,212.112,8.262,4141.5,4.04,225.359,212.112,13.247,-17.6884,2.7425,0,-0.0,"ramp_limit",228.699,0,"demo_v2",605338760,"synthetic_generator"
"16.5",133.44,11385.9,540.53,90.942,"ramping",120.6027,0.6,42.6,72.0589,-18.353,1481.2,-42.2029,66.27,55.0,26.26,198.81,8.262,3991.6,4.09,211.8398,198.81,13.0298,-22.7907,1.422,0,0.0,"ramp_limit",231.819,0,"demo_v2",605338760,"synthetic_generator"
"16.6",133.42,11381.1,540.53,85.8229,"ramping",119.9617,0.6,43.4,72.0593,-25.675,1479.1,-44.1811,65.425,55.1,26.17,196.275,8.262,3975.4,4.15,209.2006,196.275,12.9256,-17.4601,0.7217,0,0.0,"ramp_limit",229.128,0,"demo_v2",605338760,"synthetic_generator"
"16.7",133.4,11386.6,540.59,86.5079,"ramping",119.7798,0.6,42.8,72.0597,-30.971,1480.8,-44.3581,65.295,55.1,26.24,195.885,8.262,3965.7,4.16,208.8217,195.885,12.9367,-12.3429,0.0273,0,0.0,"ramp_limit",245.631,0,"demo_v2",605338760,"synthetic_generator"
"16.8",133.38,11396.9,540.58,93.1265,"ramping",119.5972,0.6,42.5,72.0602,-34.728,1478.9,-44.2242,65.248,55.0,26.22,195.744,8.263,3952.1,4.14,208.753,195.744,13.009,-8.4525,-0.5406,0,-0.0,"ramp_limit",225.763,0,"demo_v2",605338760,"synthetic_generator"
"16.9",133.36,11368.7,540.61,88.7324,"ramping",119.8421,0.6,42.6,72.0607,-37.446,1481.1,-44.317,65.233,55.0,26.22,195.699,8.263,3975.5,4.09,208.8851,195.699,13.1861,-5.8266,-0.6607,0,0.0,"ramp_limit",229.008,0,"demo_v2",605338760,"synthetic_generator"
"17.0",133.38,11387.9,540.62,157.8645,"ramping",120.2532,0.6,43.6,72.061,-18.613,1479.9,28.9927,89.567,55.0,26.27,268.701,8.265,4696.7,4.11,282.6259,268.701,13.9249,49.0188,1.6482,0,0.0,"ramp_limit",234.242,1,"demo_v2",605338760,"synthetic_generator"
"17.1",133.4,11350.7,540.54,175.0979,"ramping",119.7348,0.6,43.3,72.061,-1.012,1479.6,43.4793,94.173,55.1,26.23,282.519,8.269,4823.4,4.12,296.6141,282.519,14.0951,45.9744,3.7867,0,0.0,"ramp_limit",238.643,0,"demo_v2",605338760,"synthetic_generator"
